Gene,ep_locus,Enhancer_or_Promoter,Chromatin_domain,Tissue_specificity
drd-5,chrX:8345285:8345435,putative_enhancer,.,Intest
drd-5,chrX:8346319:8346469,coding_promoter,.,Intest
npr-28,chrX:8350912:8351062,coding_promoter,.,Unclassified
npr-28,chrX:8355565:8355715,coding_promoter,.,Neurons_Intest
npr-28,chrX:8356395:8356545,putative_enhancer,.,Intest
npr-28,chrX:8359456:8359606,coding_promoter,.,Intest
npr-28,chrX:8360494:8360644,coding_promoter,.,Intest
.,chrX:8361673:8361823,putative_enhancer,.,Unclassified
.,chrX:8366870:8367020,putative_enhancer,.,Hypod
F40B5.2,chrX:8367264:8367414,coding_promoter,.,Low
F40B5.2,chrX:8368296:8368446,coding_promoter,.,Ubiq-Biased
F40B5.2,chrX:8368569:8368719,putative_enhancer,.,Unclassified
F40B5.2,chrX:8369296:8369446,putative_enhancer,.,Unclassified
tbc-18,chrX:8377838:8377988,coding_promoter,.,Neurons
tbc-18,chrX:8378352:8378502,coding_promoter,.,Neurons_Muscle_Intest
tbc-18,chrX:8379290:8379440,putative_enhancer,.,Unclassified
tbc-18,chrX:8382131:8382281,putative_enhancer,.,Unclassified
tbc-18,chrX:8382403:8382553,putative_enhancer,.,Unclassified
F41D9.2,chrX:8382770:8382920,putative_enhancer,.,Hypod
F41D9.2,chrX:8383709:8383859,putative_enhancer,.,Hypod
F41D9.2,chrX:8384123:8384273,putative_enhancer,.,Unclassified
F41D9.2,chrX:8384829:8384979,coding_promoter,.,Hypod
.,chrX:8387037:8387187,putative_enhancer,.,Unclassified
wrk-1,chrX:8389253:8389403,putative_enhancer,.,Unclassified
wrk-1,chrX:8389556:8389706,putative_enhancer,.,Muscle
wrk-1,chrX:8390063:8390213,putative_enhancer,.,Unclassified
wrk-1,chrX:8390364:8390514,putative_enhancer,.,Muscle
wrk-1,chrX:8390575:8390725,putative_enhancer,.,Muscle
wrk-1,chrX:8392048:8392198,putative_enhancer,.,Unclassified
wrk-1,chrX:8392732:8392882,coding_promoter,.,Intest
wrk-1,chrX:8393439:8393589,coding_promoter,.,Muscle
.,chrX:8393697:8393847,putative_enhancer,.,Unclassified
.,chrX:8395735:8395885,putative_enhancer,.,Neurons
.,chrX:8396112:8396262,putative_enhancer,.,Unclassified
.,chrX:8397160:8397310,putative_enhancer,.,Unclassified
.,chrX:8397551:8397701,putative_enhancer,.,Unclassified
.,chrX:8398304:8398454,putative_enhancer,.,Unclassified
.,chrX:8398799:8398949,putative_enhancer,.,Low
.,chrX:8400393:8400543,putative_enhancer,.,Unclassified
.,chrX:8401574:8401724,putative_enhancer,.,Muscle
.,chrX:8401855:8402005,putative_enhancer,.,Muscle
sulp-3,chrX:8408747:8408897,coding_promoter,.,Unclassified
F08F1.4,chrX:8412716:8412866,putative_enhancer,.,Muscle_Intest
F08F1.4,chrX:8413342:8413492,putative_enhancer,.,Muscle
ced-8,chrX:8416876:8417026,coding_promoter,.,Unclassified
spp-13,chrX:8418437:8418587,coding_promoter,.,Unclassified
tag-123,chrX:8418920:8419070,putative_enhancer,.,Unclassified
tag-123,chrX:8422137:8422287,coding_promoter,.,Ubiq-Biased
tth-1,chrX:8423133:8423283,putative_enhancer,.,Intest
tth-1,chrX:8423855:8424005,coding_promoter,.,Unclassified
tth-1,chrX:8424135:8424285,coding_promoter,.,Intest
tth-1,chrX:8424506:8424656,putative_enhancer,.,Unclassified
tth-1,chrX:8424781:8424931,putative_enhancer,.,Unclassified
tth-1,chrX:8425080:8425230,putative_enhancer,.,Unclassified
tth-1,chrX:8426402:8426552,coding_promoter,.,Unclassified
tth-1,chrX:8426822:8426972,coding_promoter,.,Unclassified
F08F1.3,chrX:8428439:8428589,coding_promoter,.,Intest
.,chrX:8431676:8431826,putative_enhancer,.,Low
F16F9.1,chrX:8438601:8438751,coding_promoter,.,Unclassified
F16F9.1,chrX:8438960:8439110,putative_enhancer,.,Unclassified
F16F9.1,chrX:8440219:8440369,putative_enhancer,.,Muscle
F16F9.1,chrX:8442180:8442330,putative_enhancer,.,Unclassified
F16F9.1,chrX:8443075:8443225,putative_enhancer,.,Unclassified
F16F9.1,chrX:8443659:8443809,putative_enhancer,.,Unclassified
F16F9.1,chrX:8445195:8445345,putative_enhancer,.,Unclassified
F16F9.1,chrX:8446009:8446159,putative_enhancer,.,Unclassified
dpy-6,chrX:8455702:8455852,coding_promoter,.,Unclassified
dpy-6,chrX:8455957:8456107,coding_promoter,.,Hypod
F16F9.4,chrX:8463326:8463476,coding_promoter,.,Intest
F16F9.4,chrX:8464210:8464360,coding_promoter,.,Hypod
F16F9.4,chrX:8465128:8465278,coding_promoter,.,Unclassified
mec-10,chrX:8465994:8466144,putative_enhancer,.,Neurons
mec-10,chrX:8473103:8473253,coding_promoter,.,Hypod_Intest
nhr-14,chrX:8474173:8474323,putative_enhancer,.,Hypod_Intest
nhr-14,chrX:8475899:8476049,putative_enhancer,.,Unclassified
nhr-14,chrX:8476310:8476460,coding_promoter,.,Soma
nhr-14,chrX:8477022:8477172,putative_enhancer,.,Muscle_Hypod_Intest
nhr-14,chrX:8477542:8477692,coding_promoter,.,Hypod
.,chrX:8479199:8479349,putative_enhancer,.,Neurons_Muscle
.,chrX:8480267:8480417,putative_enhancer,.,Hypod
.,chrX:8481676:8481826,putative_enhancer,.,Neurons_Muscle
.,chrX:8481947:8482097,putative_enhancer,.,Neurons_Muscle
.,chrX:8482769:8482919,putative_enhancer,.,Germline_Neurons_Muscle_Hypod
.,chrX:8486953:8487103,putative_enhancer,.,Low
.,chrX:8491825:8491975,putative_enhancer,.,Low
T01B10.5,chrX:8492833:8492983,coding_promoter,.,Intest
grd-14,chrX:8499424:8499574,coding_promoter,.,Hypod
grd-14,chrX:8499810:8499960,coding_promoter,.,Hypod
grd-4,chrX:8501049:8501199,coding_promoter,.,Hypod
.,chrX:8504245:8504395,putative_enhancer,.,Hypod
H03E18.1,chrX:8504512:8504662,coding_promoter,.,Hypod
H03E18.1,chrX:8505563:8505713,putative_enhancer,.,Hypod
H03E18.1,chrX:8505761:8505911,putative_enhancer,.,Hypod
H03E18.1,chrX:8507140:8507290,putative_enhancer,.,Unclassified
H03E18.1,chrX:8507591:8507741,coding_promoter,.,Unclassified
H03E18.1,chrX:8508220:8508370,putative_enhancer,.,Unclassified
H03E18.2,chrX:8516250:8516400,putative_enhancer,.,Unclassified
flp-5,chrX:8528225:8528375,coding_promoter,.,Neurons
.,chrX:8531689:8531839,putative_enhancer,.,Neurons
.,chrX:8532100:8532250,putative_enhancer,.,Neurons
sdha-1,chrX:8545597:8545747,putative_enhancer,.,Ubiq
sdha-1,chrX:8546173:8546323,coding_promoter,.,Soma
dhhc-14,chrX:8548879:8549029,coding_promoter,.,Hypod_Intest
D2021.4,chrX:8549110:8549260,coding_promoter,.,Hypod_Intest
D2021.4,chrX:8549367:8549517,putative_enhancer,.,Unclassified
dhhc-14,chrX:8549367:8549517,putative_enhancer,.,Unclassified
dhhc-14,chrX:8550254:8550404,coding_promoter,.,Soma
D2021.4,chrX:8550254:8550404,coding_promoter,.,Soma
dhhc-14,chrX:8551841:8551991,putative_enhancer,.,Neurons_Muscle
utx-1,chrX:8556789:8556939,coding_promoter,.,Ubiq-Biased
.,chrX:8563820:8563970,putative_enhancer,.,Hypod_Intest
jmjd-3.1,chrX:8564201:8564351,coding_promoter,.,Unclassified
jmjd-3.1,chrX:8564541:8564691,coding_promoter,.,Ubiq-Biased
jmjd-3.1,chrX:8566144:8566294,putative_enhancer,.,Neurons_Muscle_Hypod
jmjd-3.1,chrX:8566692:8566842,putative_enhancer,.,Neurons_Intest
jmjd-3.1,chrX:8567291:8567441,putative_enhancer,.,Unclassified
jmjd-3.1,chrX:8569276:8569426,putative_enhancer,.,Neurons_Muscle
jmjd-3.1,chrX:8571047:8571197,putative_enhancer,.,Neurons
.,chrX:8576009:8576159,putative_enhancer,.,Unclassified
.,chrX:8577933:8578083,putative_enhancer,.,Unclassified
F18E9.8,chrX:8582796:8582946,coding_promoter,.,Hypod
F18E9.4,chrX:8583089:8583239,putative_enhancer,.,Hypod
.,chrX:8584846:8584996,putative_enhancer,.,Hypod
F18E9.3,chrX:8585890:8586040,coding_promoter,.,Hypod
F18E9.1,chrX:8599688:8599838,coding_promoter,.,Neurons
F18E9.1,chrX:8599959:8600109,coding_promoter,.,Neurons
H35N09.2,chrX:8604301:8604451,putative_enhancer,.,Intest
H35N09.2,chrX:8605194:8605344,coding_promoter,.,Ubiq-Biased
.,chrX:8627754:8627904,putative_enhancer,.,Unclassified
.,chrX:8628681:8628831,putative_enhancer,.,Low
stg-2,chrX:8640092:8640242,putative_enhancer,.,Unclassified
stg-2,chrX:8641222:8641372,putative_enhancer,.,Unclassified
stg-2,chrX:8643238:8643388,putative_enhancer,.,Neurons
stg-2,chrX:8644811:8644961,coding_promoter,.,Neurons
F12D9.2,chrX:8647253:8647403,coding_promoter,.,Unclassified
.,chrX:8648751:8648901,putative_enhancer,.,Unclassified
.,chrX:8651236:8651386,putative_enhancer,.,Unclassified
.,chrX:8653844:8653994,putative_enhancer,.,Unclassified
.,chrX:8654519:8654669,putative_enhancer,.,Unclassified
.,chrX:8655285:8655435,putative_enhancer,.,Unclassified
.,chrX:8656174:8656324,putative_enhancer,.,Hypod
.,chrX:8656592:8656742,putative_enhancer,.,Unclassified
.,chrX:8658218:8658368,putative_enhancer,.,Unclassified
.,chrX:8659632:8659782,putative_enhancer,.,Hypod
rig-1,chrX:8660379:8660529,coding_promoter,.,Unclassified
rig-1,chrX:8661046:8661196,coding_promoter,.,Unclassified
rig-1,chrX:8662527:8662677,putative_enhancer,.,Low
rig-1,chrX:8663974:8664124,coding_promoter,.,Intest
rig-1,chrX:8665453:8665603,putative_enhancer,.,Muscle
rig-1,chrX:8666655:8666805,putative_enhancer,.,Unclassified
rig-1,chrX:8667486:8667636,putative_enhancer,.,Unclassified
rig-1,chrX:8667822:8667972,putative_enhancer,.,Unclassified
rig-1,chrX:8668708:8668858,coding_promoter,.,Muscle
rig-1,chrX:8669078:8669228,coding_promoter,.,Muscle
rig-1,chrX:8670213:8670363,putative_enhancer,.,Muscle
K09E2.2,chrX:8672920:8673070,coding_promoter,.,Unclassified
K09E2.2,chrX:8673286:8673436,putative_enhancer,.,Hypod
K09E2.2,chrX:8673653:8673803,putative_enhancer,.,Hypod_Intest
K09E2.2,chrX:8674659:8674809,putative_enhancer,.,Hypod_Intest
K09E2.3,chrX:8676096:8676246,coding_promoter,.,Hypod_Intest
K09E2.3,chrX:8676257:8676407,coding_promoter,.,Hypod
K09E2.2,chrX:8678016:8678166,putative_enhancer,.,Hypod_Intest
K09E2.2,chrX:8678463:8678613,putative_enhancer,.,Hypod
frpr-8,chrX:8688685:8688835,coding_promoter,.,Neurons
.,chrX:8703780:8703930,putative_enhancer,.,Unclassified
jbts-14,chrX:8704175:8704325,coding_promoter,.,Unclassified
kreg-1,chrX:8709564:8709714,coding_promoter,.,Intest
F53A9.1,chrX:8710843:8710993,coding_promoter,.,Intest
F53A9.1,chrX:8711278:8711428,coding_promoter,.,Intest
F53A9.6,chrX:8714022:8714172,coding_promoter,.,Intest
F53A9.7,chrX:8717093:8717243,coding_promoter,.,Hypod_Intest
F53A9.8,chrX:8718648:8718798,putative_enhancer,.,Intest
F53A9.8,chrX:8718977:8719127,coding_promoter,.,Intest
.,chrX:8719996:8720146,putative_enhancer,.,Intest
.,chrX:8721375:8721525,putative_enhancer,.,Muscle
tnt-2,chrX:8722050:8722200,putative_enhancer,.,Unclassified
tnt-2,chrX:8723177:8723327,putative_enhancer,.,Unclassified
tnt-2,chrX:8723802:8723952,coding_promoter,.,Muscle
tnt-2,chrX:8724136:8724286,coding_promoter,.,Muscle
EGAP4.1,chrX:8727396:8727546,coding_promoter,.,Muscle
.,chrX:8730942:8731092,putative_enhancer,.,Muscle
M02D8.3,chrX:8737216:8737366,coding_promoter,.,Ubiq-Biased
M02D8.2,chrX:8738793:8738943,coding_promoter,.,Unclassified
M02D8.7,chrX:8741789:8741939,putative_enhancer,.,Germline
asns-2,chrX:8748534:8748684,putative_enhancer,.,Muscle_Intest
asns-2,chrX:8750340:8750490,putative_enhancer,.,Muscle_Hypod_Intest
asns-2,chrX:8750989:8751139,coding_promoter,.,Muscle_Hypod_Intest
.,chrX:8751962:8752112,putative_enhancer,.,Unclassified
.,chrX:8753818:8753968,putative_enhancer,.,Unclassified
.,chrX:8754399:8754549,putative_enhancer,.,Unclassified
M02D8.5,chrX:8754682:8754832,putative_enhancer,.,Muscle_Hypod_Intest
M02D8.5,chrX:8755086:8755236,putative_enhancer,.,Unclassified
M02D8.5,chrX:8755962:8756112,putative_enhancer,.,Muscle_Intest
M02D8.5,chrX:8756145:8756295,putative_enhancer,.,Muscle_Intest
M02D8.5,chrX:8758063:8758213,putative_enhancer,.,Unclassified
M02D8.5,chrX:8760046:8760196,putative_enhancer,.,Unclassified
M02D8.5,chrX:8761130:8761280,putative_enhancer,.,Muscle
M02D8.5,chrX:8761521:8761671,coding_promoter,.,Intest
.,chrX:8761874:8762024,putative_enhancer,.,Muscle
zig-12,chrX:8763061:8763211,coding_promoter,.,Muscle
zig-12,chrX:8764056:8764206,putative_enhancer,.,Muscle
zig-12,chrX:8765399:8765549,putative_enhancer,.,Neurons_Muscle
ZK721.4,chrX:8781057:8781207,putative_enhancer,.,Muscle
ZK721.3,chrX:8784782:8784932,putative_enhancer,.,Intest
ZK721.3,chrX:8786794:8786944,putative_enhancer,.,Muscle
.,chrX:8788460:8788610,putative_enhancer,.,Muscle
unc-27,chrX:8789108:8789258,coding_promoter,.,Muscle
.,chrX:8790627:8790777,putative_enhancer,.,Muscle
.,chrX:8791321:8791471,putative_enhancer,.,Unclassified
chup-1,chrX:8791887:8792037,coding_promoter,.,Ubiq-Biased
R04E5.7,chrX:8801132:8801282,coding_promoter,.,Neurons
R04E5.9,chrX:8806497:8806647,putative_enhancer,.,Neurons
cnnm-2,chrX:8811054:8811204,coding_promoter,.,Soma
R04E5.9,chrX:8811054:8811204,coding_promoter,.,Soma
R04E5.9,chrX:8811529:8811679,coding_promoter,.,Unclassified
cnnm-2,chrX:8812067:8812217,coding_promoter,.,Intest
R04E5.9,chrX:8812067:8812217,coding_promoter,.,Intest
ifd-1,chrX:8820740:8820890,putative_enhancer,.,Intest
ifd-1,chrX:8821374:8821524,putative_enhancer,.,Unclassified
ifd-1,chrX:8824564:8824714,coding_promoter,.,Intest
C28G1.5,chrX:8828499:8828649,coding_promoter,.,Intest
.,chrX:8829293:8829443,putative_enhancer,.,Intest
C28G1.6,chrX:8830946:8831096,putative_enhancer,.,Intest
C28G1.6,chrX:8831222:8831372,coding_promoter,.,Intest
sec-15,chrX:8832475:8832625,putative_enhancer,.,Muscle
C28G1.2,chrX:8835524:8835674,coding_promoter,.,Intest
C28G1.2,chrX:8835977:8836127,coding_promoter,.,Ubiq-Biased
sec-15,chrX:8835977:8836127,coding_promoter,.,Ubiq-Biased
C28G1.2,chrX:8836472:8836622,coding_promoter,.,Muscle
ubc-23,chrX:8843301:8843451,coding_promoter,.,Unclassified
ubc-23,chrX:8844003:8844153,coding_promoter,.,Unclassified
C28G1.10,chrX:8847002:8847152,coding_promoter,.,Hypod_Intest
C28G1.4,chrX:8853923:8854073,putative_enhancer,.,Unclassified
C28G1.4,chrX:8854421:8854571,coding_promoter,.,Unclassified
C06E2.5,chrX:8858311:8858461,coding_promoter,.,Unclassified
C06E2.5,chrX:8858726:8858876,putative_enhancer,.,Unclassified
C06E2.5,chrX:8859010:8859160,putative_enhancer,.,Unclassified
C06E2.5,chrX:8859176:8859326,putative_enhancer,.,Intest
C06E2.5,chrX:8859682:8859832,coding_promoter,.,Unclassified
.,chrX:8860118:8860268,putative_enhancer,.,Germline_Muscle_Hypod_Intest
.,chrX:8862148:8862298,putative_enhancer,.,Unclassified
.,chrX:8863767:8863917,putative_enhancer,.,Unclassified
ubc-21,chrX:8869358:8869508,coding_promoter,.,Neurons
ubc-22,chrX:8869358:8869508,coding_promoter,.,Neurons
ubc-22,chrX:8869875:8870025,coding_promoter,.,Neurons
C06E2.1,chrX:8875996:8876146,coding_promoter,.,Hypod
.,chrX:8882268:8882418,putative_enhancer,.,Unclassified
.,chrX:8888679:8888829,putative_enhancer,.,Muscle
.,chrX:8889033:8889183,putative_enhancer,.,Neurons_Muscle
.,chrX:8890330:8890480,putative_enhancer,.,Unclassified
C13E3.1,chrX:8891441:8891591,coding_promoter,.,Hypod_Intest
C13E3.1,chrX:8892361:8892511,coding_promoter,.,Unclassified
.,chrX:8902955:8903105,putative_enhancer,.,Muscle
ensh-1,chrX:8906366:8906516,coding_promoter,.,Hypod
cyn-8,chrX:8911216:8911366,coding_promoter,.,Ubiq
nlp-14,chrX:8918895:8919045,putative_enhancer,.,Unclassified
nlp-14,chrX:8919470:8919620,coding_promoter,.,Neurons
.,chrX:8921401:8921551,putative_enhancer,.,Neurons
acs-22,chrX:8929858:8930008,coding_promoter,.,Hypod
acs-22,chrX:8931090:8931240,coding_promoter,.,Unclassified
acs-22,chrX:8931784:8931934,putative_enhancer,.,Intest
acs-22,chrX:8933293:8933443,coding_promoter,.,Unclassified
acs-22,chrX:8933644:8933794,putative_enhancer,.,Hypod_Intest
acs-22,chrX:8934397:8934547,coding_promoter,.,Intest
acs-22,chrX:8935120:8935270,putative_enhancer,.,Hypod_Intest
dylt-2,chrX:8940144:8940294,coding_promoter,.,Unclassified
trk-1,chrX:8952059:8952209,coding_promoter,.,Neurons
aexr-3,chrX:8963684:8963834,coding_promoter,.,Neurons
nmur-1,chrX:8978052:8978202,coding_promoter,.,Unclassified
.,chrX:8986448:8986598,putative_enhancer,.,Muscle
twk-18,chrX:8986662:8986812,coding_promoter,.,Muscle
twk-18,chrX:8987894:8988044,coding_promoter,.,Muscle
twk-18,chrX:8991665:8991815,putative_enhancer,.,Unclassified
C24A3.4,chrX:8991995:8992145,coding_promoter,.,Muscle_Hypod_Intest
C24A3.2,chrX:8995493:8995643,coding_promoter,.,Neurons_Muscle
C24A3.2,chrX:8995753:8995903,coding_promoter,.,Neurons_Muscle
C24A3.2,chrX:8996540:8996690,putative_enhancer,.,Neurons_Muscle
C24A3.2,chrX:8997104:8997254,putative_enhancer,.,Unclassified
C24A3.2,chrX:8997590:8997740,putative_enhancer,.,Neurons_Muscle
C24A3.1,chrX:9003719:9003869,putative_enhancer,.,Unclassified
.,chrX:9006575:9006725,putative_enhancer,.,Unclassified
.,chrX:9015045:9015195,putative_enhancer,.,Neurons
snf-12,chrX:9029020:9029170,coding_promoter,.,Muscle_Hypod
snf-12,chrX:9033756:9033906,putative_enhancer,.,Intest
nep-22,chrX:9034443:9034593,coding_promoter,.,Intest
nep-22,chrX:9035156:9035306,putative_enhancer,.,Intest
nep-22,chrX:9035331:9035481,putative_enhancer,.,Intest
nep-22,chrX:9036392:9036542,putative_enhancer,.,Intest
F47E1.3,chrX:9053389:9053539,putative_enhancer,.,Hypod
F47E1.3,chrX:9053646:9053796,putative_enhancer,.,Hypod
F47E1.2,chrX:9055067:9055217,coding_promoter,.,Hypod
F47E1.2,chrX:9056560:9056710,putative_enhancer,.,Hypod
F47E1.2,chrX:9058640:9058790,putative_enhancer,.,Low
.,chrX:9067370:9067520,putative_enhancer,.,Unclassified
.,chrX:9067775:9067925,putative_enhancer,.,Muscle
F47E1.1,chrX:9068259:9068409,coding_promoter,.,Ubiq-Biased
F47E1.1,chrX:9069197:9069347,putative_enhancer,.,Muscle_Hypod
F47E1.1,chrX:9071527:9071677,putative_enhancer,.,Unclassified
F47E1.1,chrX:9072849:9072999,putative_enhancer,.,Soma
ajm-1,chrX:9078811:9078961,coding_promoter,.,Unclassified
ajm-1,chrX:9081328:9081478,putative_enhancer,.,Germline_Muscle_Hypod_Intest
ajm-1,chrX:9083896:9084046,putative_enhancer,.,Unclassified
ajm-1,chrX:9084986:9085136,putative_enhancer,.,Unclassified
ajm-1,chrX:9085753:9085903,putative_enhancer,.,Unclassified
ajm-1,chrX:9088733:9088883,putative_enhancer,.,Unclassified
ajm-1,chrX:9089660:9089810,putative_enhancer,.,Germline
ajm-1,chrX:9090268:9090418,putative_enhancer,.,Unclassified
ajm-1,chrX:9091973:9092123,putative_enhancer,.,Ubiq
ajm-1,chrX:9093145:9093295,putative_enhancer,.,Unclassified
ajm-1,chrX:9094577:9094727,coding_promoter,.,Low
ajm-1,chrX:9095152:9095302,putative_enhancer,.,Hypod
ajm-1,chrX:9096038:9096188,putative_enhancer,.,Unclassified
ajm-1,chrX:9096961:9097111,coding_promoter,.,Intest
ajm-1,chrX:9097960:9098110,putative_enhancer,.,Intest
ajm-1,chrX:9099107:9099257,putative_enhancer,.,Unclassified
ajm-1,chrX:9099689:9099839,coding_promoter,.,Low
ajm-1,chrX:9100219:9100369,putative_enhancer,.,Low
ajm-1,chrX:9101221:9101371,putative_enhancer,.,Unclassified
ajm-1,chrX:9101662:9101812,putative_enhancer,.,Unclassified
ajm-1,chrX:9102299:9102449,putative_enhancer,.,Unclassified
ajm-1,chrX:9103203:9103353,putative_enhancer,.,Unclassified
ajm-1,chrX:9103716:9103866,putative_enhancer,.,Unclassified
ajm-1,chrX:9104243:9104393,putative_enhancer,.,Unclassified
ajm-1,chrX:9104471:9104621,putative_enhancer,.,Intest
ajm-1,chrX:9105214:9105364,coding_promoter,.,Unclassified
ajm-1,chrX:9111746:9111896,putative_enhancer,.,Unclassified
C25A11.2,chrX:9113923:9114073,coding_promoter,.,Ubiq-Biased
.,chrX:9118780:9118930,putative_enhancer,.,Hypod
C25A11.1,chrX:9118971:9119121,coding_promoter,.,Hypod
B0563.6,chrX:9126160:9126310,coding_promoter,.,Unclassified
B0563.6,chrX:9129314:9129464,putative_enhancer,.,Unclassified
B0563.6,chrX:9137754:9137904,putative_enhancer,.,Neurons
B0563.5,chrX:9145894:9146044,coding_promoter,.,Unclassified
B0563.5,chrX:9147076:9147226,putative_enhancer,.,Hypod
tmbi-4,chrX:9149786:9149936,coding_promoter,.,Unclassified
tmbi-4,chrX:9150383:9150533,coding_promoter,.,Soma
B0563.7,chrX:9153492:9153642,putative_enhancer,.,Intest
tmbi-4,chrX:9153492:9153642,putative_enhancer,.,Intest
B0563.7,chrX:9154112:9154262,putative_enhancer,.,Unclassified
tmbi-4,chrX:9154112:9154262,putative_enhancer,.,Unclassified
tmbi-4,chrX:9155086:9155236,putative_enhancer,.,Unclassified
tmbi-4,chrX:9156755:9156905,putative_enhancer,.,Neurons
tsp-11,chrX:9161456:9161606,coding_promoter,.,Neurons_Muscle
tsp-11,chrX:9162955:9163105,coding_promoter,.,Muscle
B0563.9,chrX:9168119:9168269,coding_promoter,.,Unclassified
Y81B9A.1,chrX:9191909:9192059,coding_promoter,.,Germline_Muscle
.,chrX:9208607:9208757,putative_enhancer,.,Intest
crb-3,chrX:9210171:9210321,coding_promoter,.,Intest
C35B8.3,chrX:9212817:9212967,coding_promoter,.,Intest
C35B8.3,chrX:9213626:9213776,coding_promoter,.,Ubiq
C35B8.3,chrX:9214028:9214178,coding_promoter,.,Hypod_Intest
C35B8.3,chrX:9214796:9214946,putative_enhancer,.,Unclassified
C35B8.3,chrX:9215420:9215570,putative_enhancer,.,Hypod
vav-1,chrX:9219358:9219508,putative_enhancer,.,Muscle_Intest
vav-1,chrX:9225395:9225545,coding_promoter,.,Germline_Muscle_Hypod_Intest
vav-1,chrX:9226567:9226717,putative_enhancer,.,Unclassified
vav-1,chrX:9227064:9227214,putative_enhancer,.,Muscle_Hypod
vav-1,chrX:9227852:9228002,putative_enhancer,.,Unclassified
vav-1,chrX:9229498:9229648,putative_enhancer,.,Hypod
vav-1,chrX:9229857:9230007,putative_enhancer,.,Muscle
vav-1,chrX:9230436:9230586,coding_promoter,.,Muscle
vav-1,chrX:9230591:9230741,coding_promoter,.,Muscle
vav-1,chrX:9231632:9231782,coding_promoter,.,Unclassified
vav-1,chrX:9232778:9232928,coding_promoter,.,Intest
col-175,chrX:9234580:9234730,coding_promoter,.,Hypod
lgc-4,chrX:9235140:9235290,putative_enhancer,.,Unclassified
lgc-4,chrX:9241987:9242137,coding_promoter,.,Neurons
lgc-4,chrX:9243067:9243217,coding_promoter,.,Hypod
gpa-12,chrX:9245174:9245324,coding_promoter,.,Germline_Hypod
gpa-12,chrX:9246765:9246915,coding_promoter,.,Hypod
gpa-12,chrX:9248158:9248308,putative_enhancer,.,Hypod
pes-8,chrX:9251750:9251900,coding_promoter,.,Unclassified
F18G5.6,chrX:9262204:9262354,putative_enhancer,.,Unclassified
F18G5.6,chrX:9264765:9264915,coding_promoter,.,Muscle_Intest
F18G5.6,chrX:9265875:9266025,putative_enhancer,.,Unclassified
F18G5.6,chrX:9266682:9266832,coding_promoter,.,Intest
B0416.5,chrX:9271021:9271171,coding_promoter,.,Unclassified
B0416.5,chrX:9271619:9271769,coding_promoter,.,Neurons_Muscle
B0416.5,chrX:9272041:9272191,coding_promoter,.,Intest
B0416.10,chrX:9275231:9275381,coding_promoter,.,Unclassified
B0416.3,chrX:9291415:9291565,coding_promoter,.,Low
gly-13,chrX:9296720:9296870,coding_promoter,.,Ubiq
B0416.7,chrX:9298014:9298164,coding_promoter,.,Hypod
tmc-2,chrX:9300567:9300717,coding_promoter,.,Muscle_Hypod
tmc-2,chrX:9301432:9301582,putative_enhancer,.,Muscle
tmc-2,chrX:9301916:9302066,coding_promoter,.,Muscle
tmc-2,chrX:9303206:9303356,coding_promoter,.,Muscle
ttr-38,chrX:9314314:9314464,putative_enhancer,.,Unclassified
ttr-38,chrX:9314908:9315058,coding_promoter,.,Hypod
npr-7,chrX:9320199:9320349,coding_promoter,.,Neurons
.,chrX:9321064:9321214,putative_enhancer,.,Germline_Neurons_Muscle
.,chrX:9321919:9322069,putative_enhancer,.,Neurons
.,chrX:9322253:9322403,putative_enhancer,.,Muscle
T20B5.2,chrX:9330893:9331043,coding_promoter,.,Unclassified
T20B5.2,chrX:9336336:9336486,putative_enhancer,.,Hypod
apa-2,chrX:9337941:9338091,coding_promoter,.,Neurons
apa-2,chrX:9338549:9338699,coding_promoter,.,Unclassified
oga-1,chrX:9347662:9347812,coding_promoter,.,Soma
.,chrX:9363244:9363394,putative_enhancer,.,Unclassified
pkc-2,chrX:9364234:9364384,coding_promoter,.,Intest
pkc-2,chrX:9369074:9369224,putative_enhancer,.,Unclassified
pkc-2,chrX:9370076:9370226,putative_enhancer,.,Unclassified
pkc-2,chrX:9372048:9372198,putative_enhancer,.,Unclassified
pkc-2,chrX:9372379:9372529,putative_enhancer,.,Unclassified
pkc-2,chrX:9373411:9373561,putative_enhancer,.,Ubiq-Biased
pkc-2,chrX:9373786:9373936,putative_enhancer,.,Unclassified
pkc-2,chrX:9377229:9377379,putative_enhancer,.,Hypod
pkc-2,chrX:9378481:9378631,putative_enhancer,.,Unclassified
pkc-2,chrX:9378918:9379068,putative_enhancer,.,Unclassified
pkc-2,chrX:9379593:9379743,putative_enhancer,.,Intest
pkc-2,chrX:9380818:9380968,putative_enhancer,.,Unclassified
.,chrX:9386974:9387124,putative_enhancer,.,Unclassified
C23F12.4,chrX:9387278:9387428,coding_promoter,.,Ubiq
.,chrX:9396582:9396732,putative_enhancer,.,Unclassified
fln-2,chrX:9398362:9398512,putative_enhancer,.,Unclassified
fln-2,chrX:9400889:9401039,putative_enhancer,.,Low
fln-2,chrX:9402086:9402236,putative_enhancer,.,Hypod
fln-2,chrX:9402554:9402704,putative_enhancer,.,Hypod
fln-2,chrX:9403566:9403716,putative_enhancer,.,Hypod
fln-2,chrX:9404096:9404246,putative_enhancer,.,Hypod
fln-2,chrX:9406070:9406220,putative_enhancer,.,Unclassified
